First Name,Last Name,ID,Height,Eye Color,Hair Color,Gender,Skin Color,Social,Processing,Decision,Tactics
Gemma,Maddox,0000282,0.91,0.69,0.36,0.64,0.69,0.79,0.97,0.92,0.29
Lyric,McClain,0000283,0.06,0.82,0.63,0.33,0.3,0.48,0.38,0.69,0.2
Marleigh,Hodge,0000284,0.71,0.53,0.46,0.53,0.17,0.47,0.39,0.81,0.44
Reign,Mays,0000285,0,0.06,0.53,0.51,0.18,0.41,0.75,0.1,0.1
Denisse,Buck,0000286,0.06,0.64,0.94,0.06,0.27,0.24,0.21,0.66,0.9
Jon,Barnes,0000287,0.37,0.59,0.18,0.13,0.11,0.51,0.09,0.03,0.86
Liliana,Richmond,0000288,0.96,0.22,0.4,0.23,0.92,0.58,0.97,0.01,0.43
Mordechai,Hoover,0000289,0.2,0.5,0.3,0.42,0.98,0.08,0.96,0.7,0.38
Virginia,Dickerson,0000290,0.08,0.57,0.32,0.05,0.17,0.77,0.56,0.29,0.41
Flynn,Cobb,0000291,0.03,0.71,0.5,0.84,0.6,0.05,0.14,0.24,0.93
Aviana,Jennings,0000292,0.38,0.17,0.82,0.53,0.29,0.02,0.53,0.87,0.03
Corbin,Marquez,0000293,0.77,0.22,0.76,0.57,0.1,0.47,0.84,0.44,0.65
Milani,McMahon,0000294,0.51,0.61,0.17,0.87,0.5,0.48,0.09,0.94,0.66
Jakob,Montoya,0000295,0.23,0.06,0.08,0.23,0.23,0.68,0.03,0.57,0.23
Kamryn,Nguyen,0000296,0.98,0.82,0.46,0.05,0.76,0.45,0.02,0.48,0.87
Gabriel,Felix,0000297,0.52,0.71,0.32,0.88,0.97,0.57,0.98,0.13,0.99
Paisleigh,Montes,0000298,0.52,0.61,0.12,0.59,0.21,0.49,0.68,0.72,0.58
Darren,Graham,0000299,1,0.58,0.79,0.15,0.57,0.98,1,0.82,0.14
Alaia,Donovan,0000300,0.75,0.88,0.78,0.92,0.05,0.12,0.24,0.36,0.62
Brayan,Boyle,0000301,1,0.93,0.92,0.65,0.52,0.66,0.66,0.06,0.66
Aliya,Wagner,0000302,0.48,0.31,0.54,0.62,0.53,0.84,0.06,0.93,0.09
Enzo,Weber,0000303,0.63,0.14,0.75,0.72,0.52,0.56,0.3,0.25,0.65
Alayah,Santos,0000304,0.65,0.94,0.74,0.21,0.57,0.12,0.79,0.52,0.86
Walker,Morris,0000305,0.33,0.7,0.66,0.15,0.9,0.73,0.07,0.18,0.77
Genesis,Powers,0000306,0.36,0.96,0.37,0.25,0.56,0.33,0.53,0.44,0.16
Sean,Ferguson,0000307,0.6,0.13,0.86,0.01,0.03,0.46,1,0.29,0.19
Juliana,McKenzie,0000308,0.93,0.14,0.17,0.78,0.69,0.69,0.11,1,0.56
Scott,Barton,0000309,0.57,0.66,0.95,0.86,0.11,0.99,0.61,0.85,0.74
Danna,McCarty,0000310,0.79,0.71,0.16,0.54,0.51,0.44,0.72,0.05,0.98
Blaise,Quintana,0000311,0.57,0.4,0.4,0.17,0.51,0.62,0.47,0.14,0.2
Kenia,Black,0000312,0.48,0.35,0.89,0.98,0.61,0.74,0.45,0.33,0.14
Matteo,Henderson,0000313,0.35,0.62,0.44,0.88,0.7,0.39,0.04,0.14,0.65
Maria,Estes,0000314,0.66,0.87,0.95,0.75,0.87,0.32,0.81,0.95,0.99
Hakeem,Stanley,0000315,0.53,0.53,0.16,0.33,0.36,0.36,0.77,0.28,0.8
Gracelyn,Frederick,0000316,0.23,0.21,0.23,0.31,0.56,0.79,0.76,0.14,0.04
Kase,Owen,0000317,0.51,0.72,0.31,0.16,0.46,0.82,0.16,0.71,0.2
Mikayla,Benton,0000318,0.25,0.52,0.5,0.88,0.19,0.85,0.63,0.9,0.87
Jamal,Vaughn,0000319,0.41,0.67,0.17,0.63,0.47,0.53,0.66,0.25,0
Reign,Horne,0000320,0.78,0.39,0.04,0.1,0.35,0.83,0.75,0.64,0.06
Zev,Proctor,0000321,0.3,0.4,0.44,0.88,0.46,0.11,0.36,0.77,0.24
Chandler,Torres,0000322,0.69,0.23,0.21,0.05,0.89,0.32,0.81,0.02,0.92
Jayden,Ashley,0000323,0.46,0.46,0.21,0.43,0.42,0.77,0.74,0.71,0.54
Khalani,Banks,0000324,0.56,0.69,0.13,0.95,0.77,0.24,0.59,0.75,0.44
Martin,Vargas,0000325,0.09,0.18,0.65,0.11,0.66,0.77,0.39,0.59,0.36
Andrea,Vang,0000326,0.68,0.48,0.96,0.57,0.98,0.04,0.93,0.18,0.77
Jimmy,Stafford,0000327,0.61,0.85,0.31,0.48,0.17,0.81,0.92,0.91,0.46
Bridget,Wade,0000328,0.52,0.44,0.59,0.24,0.61,0.85,0.53,0.48,0.61
Jake,Frost,0000329,0.61,0.03,0.69,0.83,0.73,0.29,0.16,0.51,0.01
Paula,Strickland,0000330,0.59,0.31,0.27,0.63,0.4,0.09,0.24,0.33,0.44
Keegan,Chavez,0000331,0.38,0.23,0.67,0.18,0.81,0.45,0.06,0.38,0.06
Nevaeh,Mathis,0000332,0.39,0.17,0.77,0.59,0.74,0.44,0.23,0.5,0.99
Gustavo,Cochran,0000333,0.65,0.28,0.48,0.2,0.39,0.54,0.61,0.65,0.66
Alma,Nguyen,0000334,0.68,0.51,0.92,0.75,0.1,0.33,0.78,0.52,0.59
Gabriel,Padilla,0000335,0.61,0.96,0.93,0.03,0.27,0.87,0.95,0.19,0.9
Maggie,Olson,0000336,0.73,0.84,0.34,0.33,0.8,0.38,0.58,0.32,0.04
Malachi,Foster,0000337,0.29,0.02,0.22,0.15,0.47,0.18,0.61,0.27,0.99
Brielle,Ramos,0000338,0.34,0.33,0.58,0.86,0.8,0.66,0.84,0.83,0.74
Angel,Todd,0000339,0.26,0.27,0.17,0.78,0.92,0.63,0.96,0.43,0.48
Zariah,Parra,0000340,0.53,0.98,0.28,0.43,0.86,0,0.57,0.35,0.35
Davion,Hogan,0000341,0.8,0.8,0.76,0.56,0.33,0.3,0.87,0.31,0.63
Kathryn,Zamora,0000342,0.42,0.23,0.14,0.16,0.92,0.15,0.43,0.97,0.68
Quentin,Kent,0000343,0.42,0.73,0.47,0.82,0.28,0.74,0.46,0.97,0.48
Jazmine,Martin,0000344,0.9,0.99,0.18,0.62,0.64,0.51,0.97,0.79,0.47
Mateo,Stone,0000345,0.49,0.14,0.84,0.38,0.25,0.33,0.43,0.04,0.75
Catalina,Hurley,0000346,0.34,0.45,0.04,0.87,0.77,0.9,0.44,0.98,0.91
Van,Cruz,0000347,0.88,0.24,0.6,0.13,0.39,0.84,0.22,0.57,0.46
Claire,Alvarez,0000348,0.44,0.55,0.32,0.15,0.7,0.99,0.6,0.29,0.37
Xavier,Ibarra,0000349,0.45,0.37,0.16,0.05,0.44,0.71,0.35,0.55,0.81
Madilynn,Charles,0000350,0.27,0.08,0.16,0.1,0.48,0.86,0.56,0.77,0.23
Conrad,McIntyre,0000351,0.47,0.83,0.09,0.21,0.51,0.72,0.05,0.3,0.47
Rebekah,Duffy,0000352,0.34,0.88,0.83,0.25,0.82,0.68,0.64,0.64,0.17
Kyng,Middleton,0000353,0.12,0.28,0.08,0.75,0.04,0.75,0.99,0.95,0.96
Madalyn,Hess,0000354,0.95,0.36,0.36,0.21,0.66,0.66,0.8,0.06,0.78
Lawrence,Kim,0000355,0.35,0.7,0.26,0.73,0.13,0.62,0.38,0.5,0.06
Gabriella,Shaffer,0000356,0.82,0.73,0.23,0.6,0.49,0.71,0.59,0.89,0.88
Dexter,Chung,0000357,0.28,0.4,0.07,0.03,0.44,0.47,0.08,0.88,0.99
Rivka,Rollins,0000358,0.56,0.4,0.65,0.19,0.6,0.22,0.03,0.77,0.81
Wes,Enriquez,0000359,0.66,0.05,0.47,0.69,0.8,0.18,0.58,0.99,0.53
Nellie,Clarke,0000360,0.67,0.08,0.04,0.8,0.91,0.94,0.42,0.62,0.25
Stetson,Castillo,0000361,0.75,0.75,0.13,0.72,0.81,0.56,0.96,0.85,0.73
Eva,Rios,0000362,0.37,0.23,0.51,0.36,0.51,0.68,0.21,0.47,0.32
Israel,Figueroa,0000363,0.41,0.23,0.13,0.47,0.49,0.28,0.44,0.58,0.12
Lilith,Beck,0000364,0.87,0.93,0.01,0.9,0.04,0.59,0.58,0.83,0.84
Eduardo,Richardson,0000365,0.24,0.78,0.99,0.48,0.82,0.07,0.87,0.58,0.25
Allison,Pacheco,0000366,0.26,0.96,0.75,0.48,0.35,0.22,0.3,0.14,0.79
Erik,Bradley,0000367,0.58,0.77,0.92,0.52,0.25,0.41,0.64,0.32,0.19
Vanessa,Atkinson,0000368,0.62,0.06,0.54,0.62,0.74,0.61,0.57,0.97,0.97
Duke,Lara,0000369,0.56,0.07,0.55,0.28,0.61,0.85,0.44,0.88,0.58
Heidi,Guerra,0000370,0.48,0.28,0.75,0.83,0.98,0.29,0.29,0.98,0.43
Leland,Woods,0000371,0.16,0.7,0.87,0.72,0.3,0.72,0.54,0.84,0.82
Reese,Silva,0000372,0.11,0.46,0.38,0.94,0.66,0.98,0.54,0.01,0.65
Luka,Fisher,0000373,0.59,0.61,0.15,0.28,0.22,0.89,0.95,0.43,0.11
Arya,Lugo,0000374,0.95,0.76,0.02,0.3,0.16,0.03,0.53,0.54,0.84
Santos,Roberson,0000375,0.75,0.05,0.29,0.26,0.91,0.86,0.04,0.38,0.57
Sasha,Wiley,0000376,0.63,0,0.4,0.7,0.15,0.1,0.76,0.89,0.51
Mathew,Wilkinson,0000377,0.11,0.85,0.88,0.68,0.18,0.38,0.82,0.32,0.09
Siena,Stevens,0000378,0.05,0.36,0.2,0.97,0.26,0.39,0.05,0.67,0.86
Zachary,Roth,0000379,0.76,0.12,0.25,0.35,0.25,0.33,0,0.14,0.17
Elliot,Haynes,0000380,0.27,0.17,0.62,0.27,0,0.07,0.38,0.46,0.26
Kason,Robbins,0000381,0.98,0.41,0.74,0.46,0.73,0.54,0.01,0.95,0
Stevie,Raymond,0000382,1,0.38,0.58,0.39,0.45,0.27,0.3,0.75,0.68
Maurice,Watson,0000383,0.99,0.14,0.66,0.76,0.56,0.03,0.72,0.56,0.02
Hailey,Moran,0000384,0.25,0.65,0.65,0.54,0.91,0.08,0.89,0.33,0.88
Tate,Jackson,0000385,0.92,0.92,0.52,1,0.93,0.36,0.04,0.98,0.64
Avery,Walters,0000386,0.24,0.05,0.89,0.78,0.62,0.35,0.68,0.04,0.49
Colson,Gilmore,0000387,0.42,0.33,0.92,0.89,0.17,0.33,0.45,0.47,0.5
Chanel,Huffman,0000388,0.33,0.98,0.45,0.75,0,0.07,0.33,0.93,0.72
Chris,Strickland,0000389,0.45,0.56,0.44,0.09,0.9,0.43,0.41,0.62,0.85
Nia,Knight,0000390,0.57,0.98,0.79,0.32,0.72,0.03,0.16,0.14,0.51
Beckett,Wang,0000391,0.71,0.76,0.45,0.67,0.5,0.19,0.98,0.55,0.92
Kailani,Bean,0000392,0.13,0.5,0.07,0.98,0.06,0.92,0.96,0.87,0.69
Mccoy,Mayo,0000393,0.4,0.92,0.62,0.7,0.15,0.16,0.15,0.43,0.47
Aarya,Leach,0000394,0.89,0.28,0.42,0.59,0.79,0.49,0.98,0.08,0.83
Westin,Stanton,0000395,0.39,0.44,0.58,0.54,0.38,0.04,0.64,0.56,0.45
Jaycee,Cochran,0000396,0.34,0.23,0.73,0.24,0.09,0.6,0.99,0.66,0.45
Danny,Jensen,0000397,0.14,0.08,0.07,0.84,0.6,0.24,0.44,0.52,0.91
Jane,Wilkinson,0000398,0.12,0.24,0.12,0.21,0.19,0.76,0.28,0.5,0.71
Leonard,Novak,0000399,0.92,0.4,0.48,0.73,0.44,0.56,0.75,0.77,0.56
Kaiya,Benson,0000400,0.82,0.4,0.67,0.22,0.05,0.42,0.18,0.68,0.87
Desmond,Fowler,0000401,0.22,0.08,0.59,0.85,0.85,0.45,0.67,0.31,0.22
Lennon,Sloan,0000402,0.1,0.97,0.98,0.96,0.51,0.59,0.43,0.68,0.42
Ocean,Terry,0000403,0.7,0.59,0.39,0.24,0.98,0.25,0.77,0.9,0.72
Wren,McIntyre,0000404,0.76,0.09,0.9,0.33,0.95,0.42,0.23,0.08,0.93
Eliseo,Boone,0000405,0.02,0.62,0.11,0.75,0.65,0.08,0.56,0.98,0.51
Mariam,Daniels,0000406,0.6,0.58,0.04,0.37,0.22,0.53,0.88,0.78,0.57
Xander,Bartlett,0000407,0.87,0.36,0.85,0.16,0.78,0.43,0.66,0.46,0.68
Aubrielle,Schneider,0000408,0.8,0.11,0.95,0.87,0.72,0.06,0.01,0.69,0.62
Raymond,Wiggins,0000409,0.63,0.52,0.11,0.98,0.69,0.86,0.68,0.86,0.03
Capri,Ashley,0000410,0.55,0.18,0.96,0.66,0,0.79,0.65,0.91,0.98
Kylen,McCarthy,0000411,0.7,0.46,0,0.47,0.06,0.39,0.87,0.16,0.08
Kira,Hubbard,0000412,0.31,0.03,0.82,0.34,0.83,0.03,0.22,0.33,0.51
Forrest,Shaffer,0000413,0.31,0.83,0.46,0.11,0.35,0.93,0.22,0.97,0.44
Alanna,Alfaro,0000414,0.19,0.76,0.83,0.26,0.3,0.78,0.87,0.19,0.38
Xzavier,Rangel,0000415,0.73,0.1,0.48,0.61,0.77,0.28,0.09,0.97,0.81
Gloria,Rosario,0000416,0.58,0.54,0.81,0.68,0.34,0.3,0.49,0.87,0.78
Jedidiah,Maldonado,0000417,0.96,0.03,0.41,0.06,0.98,0.92,0.97,0.77,0.61
Elaina,Delgado,0000418,0.43,0.17,0.57,0.53,0.69,0.15,0.1,0.56,0.87
Colt,Woods,0000419,0.45,0.9,0.7,0.89,0.7,0.07,0.06,0.95,0.25
Reese,Farrell,0000420,0.48,0.61,0.17,0.43,0.01,0.59,0.13,0.12,0.17
Ty,Soto,0000421,0.09,0.59,0.38,0.27,0.78,0.49,0.93,0.77,0.72
Brynlee,Roberts,0000422,0.98,0.44,0.13,0.4,0.34,0.05,0.74,0.63,0.81
Josiah,Wyatt,0000423,0.31,0.18,0.27,0.19,0.83,0.2,0.41,0.59,0.12
Liberty,Sullivan,0000424,0.19,0.9,0.37,0.79,0.31,0.54,0.61,0.31,0.47
Evan,Middleton,0000425,0.48,0.45,0.53,0.96,0.66,0.5,0.76,0.15,0.34
Madalyn,Ahmed,0000426,0.37,0.98,0.23,0.78,0.61,0.73,0.65,0.46,0.5
Harry,Pierce,0000427,0.72,0.81,0.63,0.92,0.55,0.6,0.99,0.25,0.65
Arabella,Wolfe,0000428,0.99,0.38,0.12,0.8,0.62,0.55,0.63,0.88,0.73
Donovan,Marshall,0000429,0.73,0.89,0.78,0.83,0.62,0.75,0.21,0.66,0.42
Adalyn,Dennis,0000430,0.98,0.3,0.01,0.66,0.92,0.25,0.28,0.05,0.13
Emanuel,Conway,0000431,0.24,0.91,0.36,0.31,0.78,0.92,0.99,0.27,0.61
Ryann,Black,0000432,0.63,0.44,0.4,0.34,0.34,0.37,0.61,0.46,0.39
Matteo,Marquez,0000433,0.82,0.93,0.16,0.31,0.04,0.75,0,0.5,0.86
Milani,Arroyo,0000434,0.16,0.25,0.6,0.26,0.43,0.95,0.52,0.07,0.94
Alberto,Frost,0000435,0.03,0.18,0.79,0.17,0.97,0.32,0.21,0.33,0.68
Paula,Farmer,0000436,0.53,0.26,0.25,0.7,0.05,0.94,0.29,0.04,0.64
Jamison,Yates,0000437,0.74,0.98,0.45,0.14,0.07,0.18,0.49,0.43,1
Charley,Harrington,0000438,0.45,0.36,0.37,0.47,0.92,0.24,0.96,0.67,0.31
Omari,Perry,0000439,0.1,0.71,0.25,0.63,0.2,0.06,0.41,0.76,0.32
Clara,Davila,0000440,0.99,0.3,0.26,0.01,0.96,0.06,0.38,0.65,0.94
Grey,Jimenez,0000441,0.71,0.56,0.52,0.65,0.39,0.85,0.24,0.98,0.35
Adeline,Hahn,0000442,0.71,0.27,0.35,0.74,0.28,0.76,0.04,0.85,0.21
Kabir,Foster,0000443,0.77,0.08,0.22,0.17,0.82,0.56,0.28,0.74,0.53
Brielle,Ferguson,0000444,0.76,0.48,0.82,0.02,0.57,0.29,0.32,0.48,0.67
Miguel,Whitney,0000445,0.4,0.71,0.95,0.39,0.75,0.2,0.62,0.74,0.8
Madalynn,Norris,0000446,0.43,0.16,0,0.11,0.6,0.34,0.96,0.17,0.23
Cairo,Phan,0000447,0.2,0.39,0.1,0.81,0.09,0.15,0.54,0.64,0.18
Elsa,Lara,0000448,0.52,0.18,0.57,0.65,0.46,0.32,0.98,0.72,0.08
Caiden,Haley,0000449,0.59,0.48,0.83,0.95,0.03,0.67,0.16,0.25,0.69
Addilynn,Compton,0000450,0.11,0.67,0.2,0.14,0.73,0.83,0.41,0.48,0.03
Abner,Lane,0000451,0.18,0.74,0.81,0.98,0.21,0.04,0.33,0.42,0.35
Amy,Hale,0000452,0.67,0.74,0.63,0.11,0.43,0.3,0.56,0.57,0.11
Ezequiel,Wiggins,0000453,0.3,0.76,0.93,0.08,0.33,0.27,0.41,0.46,0.29
Capri,Clements,0000454,0.36,0.12,0.14,0.01,0.43,0.14,0.9,0.68,0.94
Fisher,Parra,0000455,0.96,0.84,0.95,0.98,0.86,0.89,0.29,0.25,0.57
Dalary,Reyes,0000456,0.2,0.42,0.89,0.11,0.92,0.78,0.89,0.01,0.95
Eli,Holt,0000457,0.43,0.59,0.53,0.12,0.45,0.57,0.57,0.72,0.93
Adelynn,Snow,0000458,0.34,0.92,0.69,0.18,0.32,0.94,0.4,0.21,0.03
Houston,Mendoza,0000459,0.09,0.14,0.64,0.34,0.95,0.76,0.23,0.58,0.81
Cora,Santos,0000460,0.82,0.58,0.88,0.23,0.53,0.97,0.11,0.34,0.85
Walker,Gonzalez,0000461,0.84,0.38,0.78,0.87,0.45,0.13,0.45,0.52,0.42
Abigail,Stout,0000462,0.2,0.18,0.28,0.18,0.85,0.86,0.4,0.22,0.15
Callahan,Snyder,0000463,0.9,0.79,0.46,0.62,0.67,0.35,0.28,0.85,0.87
Callie,McGee,0000464,0.86,0.36,0.7,0.08,0.31,0.62,0.44,0.85,0.35
Conner,Quinn,0000465,0.32,0.43,0.94,0.68,0.75,0.44,0.09,0.74,0
Heaven,Montgomery,0000466,0.9,0.91,0.87,0.21,0.47,0.69,0.91,0.3,0.73
Maximiliano,Espinosa,0000467,0.08,0.28,0.45,0.69,0.55,0.59,0.49,0.34,0.8
Braylee,Glass,0000468,0.27,0.47,0.74,0.38,0.76,0.33,0.48,0.5,0.77
Allan,Fowler,0000469,0.53,1,0.7,0.31,0.59,0.09,0.3,0.7,0
Lennon,Xiong,0000470,0.12,0.26,0.99,0.86,0.19,0.36,0.89,0.22,0.75
Azrael,Frazier,0000471,0.66,0.2,0.84,0.42,0.47,0.43,0.3,0.44,0.96
Octavia,Richard,0000472,0.89,0.09,0.6,0.79,0.97,0.17,0.52,0.57,0.09
Ahmed,Aguilar,0000473,0.06,0.96,0.18,0.82,0.71,0.54,0.24,0.96,0.39
Josie,Hughes,0000474,0.7,0.56,0.66,0.18,0.97,0.18,0.08,0.96,0.94
Everett,Vang,0000475,0.31,0.38,0.78,0.01,0.27,0.14,0.9,0.88,0.17
Madisyn,Hammond,0000476,0.52,0.57,0.17,0.29,0.37,0.45,0.3,0.72,0.54
Francis,Sampson,0000477,0.87,0.58,0.93,0.14,0.99,0.1,0.34,0.35,0.69
Meilani,Rubio,0000478,0.14,0.86,0.99,0.99,0.36,0.87,0.17,0.84,0.22
Titan,Stein,0000479,0.17,0.38,0.8,0.01,0.56,0.27,0.13,0.23,0.31
Leilany,Perry,0000480,0.81,0.51,0.61,0.89,0.83,0.17,1,0.95,0.85
Waylon,Quintana,0000481,0.15,0.61,0.2,0.59,0.09,0.22,0.53,0.92,0.58
Kenia,Huynh,0000482,0.87,0.7,0.96,0.87,0.84,0.33,0.64,0.48,0.68
Layton,Bradford,0000483,0.17,0.36,0.29,0.38,0.97,0.21,0.98,0.38,0.2
Rhea,Hanna,0000484,0.21,0.46,0.2,0.24,0.25,0.89,0.18,0.69,0.72
Aydin,Conway,0000485,0.36,0.44,0.91,0.39,0.51,0.16,0.68,0.99,0.29
Ryann,Pearson,0000486,0.54,0.01,0.48,0.01,0.02,0.67,0.35,0.6,0.18
Gunner,Hines,0000487,0.1,0.56,0.57,0.2,0.29,0.44,0.25,0.52,0.09
Poppy,Horne,0000488,0.7,0.15,0.31,0.81,0.19,0.12,0.78,0.55,0.05
Zev,Barrett,0000489,0.87,0.77,0.06,0.3,0.66,0.63,0.54,0.35,0.38
Kendall,Booth,0000490,0.83,0.25,0.65,0.85,0.81,0.28,0.69,0.46,0.63
Chaim,Vazquez,0000491,0.34,0.07,0.6,0.05,0.94,0.99,0.81,0.74,0.87
Journee,Cummings,0000492,0.51,0.93,0.55,0.42,0.75,0.7,0.55,0.3,0.64
Raiden,Boone,0000493,0.21,0.05,0.97,0.62,0.08,0.47,0.62,0.45,0.35
Mariam,Casey,0000494,0.16,0.95,0.71,0.08,0.47,0.59,0.18,0.75,0.2
Armando,Carrillo,0000495,0.3,0.14,0.59,0.28,0.47,0.79,0.53,0.88,0.22
Kaylani,Haley,0000496,0.85,0.37,0.5,0.08,0.68,0.82,0.87,0.6,0.86
Leif,Choi,0000497,0.77,0.62,0.15,0.1,0.42,0.51,0.09,0.66,0.58
Karla,Palmer,0000498,0.08,0.28,0.87,0.67,0.27,0.98,0.95,0.66,0.11
Theo,Fisher,0000499,0.77,0.93,0.87,0.24,0.83,0.68,0.4,0.83,0.09
Arya,Evans,0000500,0.2,0.7,0.52,0.27,0.67,0.31,0.14,0.36,0.62
Elias,Vincent,0000501,0.39,0.44,0.82,0.99,0.87,0.95,0.01,0.47,0.62
Allyson,Bush,0000502,0.2,0.29,0.71,0.03,0.89,0.66,0.6,0.05,0.63
Tyson,Patrick,0000503,0.18,1,0.23,0.91,0.82,0.62,0.74,0.21,0.32
Lyra,McPherson,0000504,0.09,0.43,0.19,0.39,0.12,0.12,0.75,0.64,0.6
Foster,Cook,0000505,0.29,0.7,0.23,0.88,0.38,0.65,0.71,0.44,0.41
Aaliyah,Ali,0000506,0.95,0.55,0.57,0.17,0.27,0.38,0.34,0.34,0.38
Arjun,Moore,0000507,0.17,0.32,0.65,0.94,0.47,0.5,0.96,0.59,0.52
Emily,Kelley,0000508,0.34,0.6,0.91,0.86,0.47,0.74,0.45,0.63,0.43
Eric,Donaldson,0000509,0.05,0.03,0.02,0.36,0.25,0.29,0.39,0.82,0.11
Natasha,Green,0000510,0.47,0.63,0.94,0.8,0.91,0.81,0.82,0.6,0.23
Anthony,Conrad,0000511,0.39,0.96,0.62,0.74,0.54,0.31,0.31,0.03,0.25
Bexley,Montgomery,0000512,0.92,0.97,0.53,0.36,0.49,0.16,0.55,0.94,0.54
Maximiliano,Jacobs,0000513,0.86,0.77,0.47,0.31,0.16,0.44,0.27,0.22,0.38
Camilla,McLean,0000514,0.98,0.53,0.87,0.98,0.23,0.42,0.78,0.11,0.52
Crosby,Brooks,0000515,0.21,0.87,0.8,0.6,0.97,0.48,0.13,0.21,0.9
Autumn,Coleman,0000516,0.83,0.17,0.36,0.68,0.28,0.54,0.44,0.48,0.07
Micah,Flowers,0000517,0.99,0.09,0.71,0.66,0.11,0.83,0.63,0.49,0.28
Ariya,Giles,0000518,0.12,0.42,0.26,0.33,0.3,0.44,0.99,0.87,0.18
Kole,Huffman,0000519,0.54,0.98,0.31,0.05,0.64,0.47,0.14,0.12,0.38
Hayley,Kaur,0000520,0.55,0.61,0.31,0.16,0.74,0.57,0.08,0.15,0.27
Augustine,Sawyer,0000521,0.89,0.57,0.94,0.59,0.6,0.08,0.16,0.94,0.88
Marina,Lyons,0000522,0.41,0.5,0.07,0.21,0.81,0.85,0.39,0.82,0.71
Cyrus,Park,0000523,0.42,0.55,0.35,0.86,0.06,0.27,0.35,0.08,0.37
Lia,Harrington,0000524,0.29,0.66,0.34,0.03,0,0.22,0.24,0.1,0.81
Omari,Esquivel,0000525,0.05,0.32,0.59,0.07,0.88,0.38,0.16,0.85,0.54
Jaylee,Stevens,0000526,0.92,0.87,0.66,0.37,0.61,0.71,0.63,0.07,0.69
Zachary,Chen,0000527,0.03,0.18,0.24,0.12,0.16,0.33,0.85,0.27,0.27
Valeria,Francis,0000528,0.87,0.58,0.67,0.85,0.85,0.22,0.81,0.47,0.86
Harvey,Warner,0000529,0.96,0.54,0.2,0.63,0.4,0.9,0.76,0.18,0.48
Wynter,Acosta,0000530,0.47,0.23,0.55,0.74,0.53,0.78,0.37,0.37,0.46
Jensen,Brandt,0000531,0.01,0.69,0.93,0.18,0.06,0.15,0.44,0.46,0.19
Loretta,Ryan,0000532,0.27,0.76,0.06,0.97,0.07,0.05,0.85,0.05,0.05
Timothy,Marquez,0000533,0.83,1,0.63,0.18,0.15,0.62,0.18,0.11,0.14
Milani,O?Donnell,0000534,0.82,0.3,0.75,0.46,0.48,0.7,1,0.41,0.02
Lian,Levy,0000535,0.43,0.93,0.21,0.37,0.82,0.66,0.14,0.96,0.22
Flora,McLaughlin,0000536,0.14,0.89,0.03,0.13,0.84,0.58,0.1,0.21,0.73
Ibrahim,Barnett,0000537,0.56,0.21,0.52,0.66,0.55,0.46,0.81,0.23,0.1
Harlow,Hartman,0000538,0.29,0.87,0.54,0.38,0.34,0.83,0.51,0.42,0.08
Baker,Terrell,0000539,0.82,0.8,0.37,0.39,0.81,0.59,0.43,0.06,0.02
Paityn,Newman,0000540,0.41,0.69,0.72,0.55,0.64,0.74,0.39,0.22,0.85
Anderson,Magana,0000541,0.55,0.99,0.95,0.48,0.28,0.71,0.08,0.22,0.34
Amaris,Mann,0000542,0.11,0.01,0.27,0.23,0.78,0.29,0.72,0.51,0.78
Nehemiah,Stout,0000543,0.33,0.3,0.69,0.12,0.8,0.05,0.99,0.13,0.35
Chana,Callahan,0000544,0.66,0.07,0.35,0.76,0.46,0.23,0.88,0.03,0.29
Quinton,Avalos,0000545,0.99,0.73,0.58,0.3,0.66,0.51,0.98,0.53,0.68
Paloma,Hendrix,0000546,0.57,0.99,0.56,0.1,0.48,0.59,0.83,0.09,0.6
Korbyn,Cline,0000547,0.92,0.98,0.07,0.29,0.87,0.99,0.63,0.49,0.72
Lina,Hutchinson,0000548,0.31,0.06,0.31,0.79,0.39,0.27,0.21,0.8,0.07
Korbin,Hunter,0000549,0.18,0.13,0.15,0.03,0.3,0.74,0.37,0.55,0.92
Khloe,Strickland,0000550,0.71,0.95,0.65,0.29,0.9,0.31,0.91,0.55,0.29
Keegan,Escobar,0000551,0.74,0.48,0.69,0.39,0.28,0.24,0.83,0.6,0.2
Erin,Melendez,0000552,0.19,0.97,0.16,0.98,0.09,0.48,0.64,0.85,0.28
Nikolas,Nguyen,0000553,0.84,0.31,0.31,0.79,0.47,0.76,0.56,0.49,0.09
Nova,Pratt,0000554,0.88,0.16,0.04,0.43,1,0.22,0.26,0.43,0.79
Rowen,Savage,0000555,0.98,0.87,0.07,0.5,0.69,0.73,0.75,1,0.28
Louise,Curry,0000556,0.24,0.95,0.63,0.94,0.12,0.44,0.47,0.55,0.63
Briggs,McCoy,0000557,0.08,0.15,0.92,0.22,0.54,0.37,0.56,0.09,0.49
Mckenzie,Pierce,0000558,0.07,0.1,0.25,0.22,0.15,0.04,0.32,0.01,0.03
Nicolas,Sellers,0000559,0.43,0.94,0.86,0.11,0.84,0.41,0.42,0.05,0.13
Mercy,Garner,0000560,0.17,0.59,0.36,0.38,0.1,0.07,0.46,0.12,0.69
Sage,Peterson,0000561,0.85,0.17,0.69,0.51,0.46,0.12,0.11,0.95,0.6
Caroline,McKinney,0000562,0.45,0.61,0.01,0.17,0.65,0.63,0.58,0.32,0.34
